word,machine,human,label,emotion_intensity_score
unresolved,edozighi,edozighi,anticipation,0.422
allegiance,iguzosi ike n'ihe,iguzosi ike n'ihe,trust,0.711
cage,onu,onu,sadness,0.391
diseased,oria,oria,disgust,0.797
contagious,na efe efe,na efe efe,joy,0.25
clue,ntụzi,ntụzi,anticipation,0.477
scrimmage,scrimmage,ọgwụ,surprise,0.312
interrupt,kwusi,kwusi,anger,0.333
smut,akụ,akụ,disgust,0.688
rod,mkpanaka,mkpanaka,trust,0.32
bastion,nkwụsị,nkwụsị,anger,0.413
hassle,nsogbu,nsogbu,anger,0.53
feeling,mmetụta,mmetụta,surprise,0.359
gazette,akwụkwọ akụkọ,akwụkwọ akụkọ,trust,0.414
accompaniment,nkwado,nkwado,anticipation,0.477
ineffectual,adighi ike,adighi ike,disgust,0.227
insect,ahụhụ,ahụhụ,fear,0.25
bout,agha,agha,anger,0.5
develop,zụlite,zụlite,anticipation,0.508
awful,jọgburu onwe ya,jọgburu onwe ya,anger,0.409
atrocious,obi ojoo,obi ọjọọ,disgust,0.617
atherosclerosis,atherosclerosis nke arịa ọbara,ọrịa ọbara,fear,0.531
furious,na -ewe oke iwe,oke iwe,anger,0.929
powerful,dị ike,dị ike,fear,0.312
foreclose,kpochapu,kpochapu,sadness,0.453
masochism,masochism,ịkwụsị,disgust,0.664
flog,tie ihe,tie ihe,fear,0.653
diminish,ibelata,ibelata,sadness,0.438
dishonor,nlelị,nlelị,anger,0.441
horrifying,na -emenye ụjọ,na -emenye ụjọ,sadness,0.907
stinking,na -esi isi,na -esi isi,disgust,0.742
assembly,mgbakọ,mgbakọ,trust,0.484
musical,egwu,egwu,surprise,0.219
veto,veto,mkpebi,anger,0.455
shit,ihe nzuzu,ihe nzuzu,disgust,0.82
bridesmaid,nwunye nwanyị,nwanyi,joy,0.338
dirt,unyi,unyi,disgust,0.5
startle,ujo,ụjọ,fear,0.469
biennial,biennial,kwa afọ abụọ,anticipation,0.367
abortion,ite ime,ite ime,fear,0.641
refugee,onye gbara oso,onye gbara ọsọ,sadness,0.453
festival,ememme,mmemme,anticipation,0.562
crime,mpụ,mpụ,anger,0.672
bouquet,bouquet,ifuru,trust,0.375
ruthless,obi tara mmiri,obi tara mmiri,fear,0.656
disappointment,ndakpọ olileanya,ndakpọ olileanya,sadness,0.594
iron,ígwè,ígwè,trust,0.398
bigoted,mpako,mpako,disgust,0.633
unity,ịdị n'otu,ịdị n'otu,trust,0.641
labor,oru,ọrụ,joy,0.106
confident,obi ike,obi ike,fear,0.094
celebration,ememe,ememe,trust,0.523
heavenly,nke eluigwe,nke eluigwe,trust,0.57
uncanny,anwansi,anwansi,surprise,0.586
offensive,mkpasu iwe,mkpasu iwe,anger,0.549
swine,ezì,ezì,disgust,0.664
gain,uru,uru,trust,0.469
lawsuit,ikpe,ikpe,surprise,0.43
amazement,ihe ijuanya,ihe ijuanya,surprise,0.781
feeble,esighi ike,esighi ike,sadness,0.391
standstill,kwụrụ ọtọ,kwụrụ ọtọ,anger,0.125
pity,ọmịiko,ọmịiko,sadness,0.547
eschew,zere,zere,anger,0.324
delay,igbu oge,igbu oge,fear,0.141
horrors,egwu,egwu,sadness,0.828
remedy,ọgwụgwọ,ọgwụgwọ,joy,0.227
disaster,ọdachi,ọdachi,anger,0.721
council,kansul,kansul,trust,0.594
tumult,ọgba aghara,ọgba aghara,anger,0.719
fervor,obi ike,obi ike,joy,0.295
coach,onye nchịkwa,onye nchịkwa,trust,0.555
lose,ida,ida,disgust,0.25
foaming,na -asụ ụfụfụ,na -asụ ụfụfụ,anger,0.5
conspirator,onye nkata,onye nkata,fear,0.516
schizophrenia,isi mgbaka,isi mgbaka,disgust,0.508
spook,gbasaa,gbasaa,fear,0.673
orchard,ubi mkpụrụ osisi,ubi mkpụrụ osisi,joy,0.221
arsenic,arsenic,aseniki,sadness,0.484
dull,nzuzu,umengwụ,sadness,0.297
horrors,egwu,egwu,fear,0.906
misbehavior,akparamagwa,akparamagwa,surprise,0.5
inter,etiti,etiti,sadness,0.364
appendicitis,appendicitis,ọnya afọ,sadness,0.438
homeless,enweghị ebe obibi,enweghị ebe obibi,fear,0.609
imprisonment,mkporo,mkpọrọ,sadness,0.672
memories,ncheta,ncheta,sadness,0.172
princess,adaeze,adaeze,joy,0.469
yaaay,yaaa,yaaa,joy,0.706
missiles,akụ ụta,akụ ụta,fear,0.934
glitter,ewute,enwu,joy,0.422
lunacy,nzuzu,ara,sadness,0.438
pay,kwụọ ụgwọ,kwụọ ụgwọ,joy,0.242
neurosis,neurosis,nurosisi,sadness,0.531
pleasure,obi uto,obi ụtọ,joy,0.803
sharing,nkekọrịta,nkekọrịta,joy,0.439
vigilance,ịmụrụ anya,ịmụrụ anya,trust,0.594
anxiety,nchegbu,nchegbu,anticipation,0.609
bribery,iri ngarị,iri ngarị,disgust,0.5
negation,mmechuihu,mmechuihu,anger,0.344
denying,agọnahụ,agọnahụ,trust,0.281
imprisonment,mkporo,mkpọrọ,fear,0.75
wrinkled,ahurunwu,ahụnsenwu,sadness,0.297
fiesta,oriri,oriri,surprise,0.43
finalized,emecha,emecha,fear,0.234
money,ego,ego,anticipation,0.586
tempest,oké ifufe,oké ifufe,sadness,0.25
leaning,dabere,dabere,trust,0.383
alertness,ịmụrụ anya,ịmụrụ anya,surprise,0.5
servile,servile,ohu,disgust,0.484
desecration,mmerụ,mmerụ,disgust,0.82
destined,kara aka,kara aka,anticipation,0.617
subversive,nke na -agba ọchịchị mgba okpuru,nke na -agba ọchịchị mgba okpuru,anger,0.469
worthwhile,bara uru,bara uru,joy,0.562
mediator,onye ogbugbo,onye ogbugbo,anticipation,0.32
humbug,humbug,igu wayo,disgust,0.32
grump,kpom kpom,kpom kpom,anger,0.515
shriek,iti mkpu,iti mkpu,fear,0.516
murder,igbu ọchụ,igbu mmadụ,anger,0.897
cowardly,ụjọ,ụjọ,fear,0.531
measured,tụrụ,tụrụ,joy,0.152
degrading,na -eweda ala,na -eweda ala,sadness,0.609
fitting,dabara adaba,dabara adaba,trust,0.406
forefathers,ndị nna nna,ndị nna nna,trust,0.539
agonizing,na -egbu mgbu,na -egbu mgbu,fear,0.703
accusing,na -ebo ebubo,na -ebo ebubo,fear,0.484
snarl,snara,snarl,anger,0.754
ravenous,ravenous,inọagụ,anger,0.429
dispossessed,onye napụrụ ya,onye napụrụ ya,sadness,0.531
quote,see okwu,see okwu,anticipation,0.242
whatdoido,Kedu ihe m ga-eme,Kedu ihe m ga-eme,fear,0.391
ordained,chiri echichi,chiri echichi,trust,0.641
calm,wetuo obi,wetuo obi,joy,0.394
verification,nkwenye,nkwenye,trust,0.781
fortress,ebe ewusiri ike,ebe ewusiri ike,trust,0.461
organization,nzukọ,nzukọ,anticipation,0.203
woeful,ahụhụ,ahụhụ,sadness,0.641
saintly,senti,senti,surprise,0.305
stayaway,stayaway,pụọ ebea,anger,0.485
attendant,onye na -eje ozi,onye na -eje ozi,trust,0.461
munchies,munchies,mọọnchizi,joy,0.4
syncope,mmekọrịta,mmekọrịta,sadness,0.407
throb,tie mkpu,tie mkpu,sadness,0.273
teary,anya mmiri,anya mmiri,sadness,0.688
misrepresentation,ịkọwa ihe,ịgha ụgha banyere,sadness,0.259
victory,mmeri,mmeri,anticipation,0.656
growl,ime mkpu,ime mkpu,anger,0.652
gospel,ozioma,ozioma,trust,0.617
wench,mgbu,mgbu,disgust,0.617
halting,nkwụsị,nkwụsị,fear,0.435
stillwaiting,ka na -eche,ka na -eche,fear,0.184
scare,egwu,egwu,anticipation,0.469
agape,agape,keihunanya,surprise,0.633
sanction,mmachi,mmachi,trust,0.406
inadmissible,inadmissible,ekweghị,disgust,0.305
pessimist,pessimist,onye enweghị okwukwe,sadness,0.562
vengeful,na -abọ ọbọ,kemmegbu,anger,0.894
cruel,obi ojoo,obi ọjọọ,anger,0.758
nauseous,afọ ọsịsa,afọ ọsịsa,disgust,0.664
gore,egwu,ọbara,anger,0.656
conquer,merie,merie,trust,0.273
wonderment,ihe ijuanya,ihe ijuanya,surprise,0.625
cheerfulness,obi ụtọ,obi ụtọ,trust,0.578
kiddos,ụmụaka,ụmụaka,joy,0.344
unacceptable,anabataghị,anabataghị,sadness,0.328
complicate,gbagwojuru anya,gbagwojuru anya,anger,0.25
disparage,nlelị,nlelị,disgust,0.453
undoubted,obi abụọ adịghị ya,obi abụọ adịghị ya,disgust,0.164
established,guzobere,guzobere,joy,0.303
forsake,gbahapụ,gbahapụ,sadness,0.621
anxiety,nchegbu,nchegbu,sadness,0.5
unworthy,ekwesighi,ekwesighi,disgust,0.375
versus,vesos,vesos,anger,0.227
frightful,egwu,egwu,anger,0.562
cupping,iko,iko,sadness,0.172
clerical,ụkọchukwu,ụkọchukwu,trust,0.32
probation,oge mnwale,oge mnwale,sadness,0.336
newstart,mmalite,mmalite,joy,0.344
rob,izu ohi,izu ohi,anger,0.431
tender,dị nro,dị nro,trust,0.516
conjure,conjure,mkpalite,anticipation,0.484
breathtaking,na -eku ume,na -eku ume,joy,0.728
bait,nri ọnyà,nri ọnyà,fear,0.219
organ,ngwa,ngwa,joy,0.094
embarrassment,ihere,ihere,fear,0.375
hate,ịkpọasị,ịkpọasị,disgust,0.695
auspices,auspices,nchedo,anticipation,0.586
defendant,onye ikpe,onye ikpe,fear,0.328
friction,esemokwu,esemokwu,anger,0.47
musical,egwu,egwu,anger,0.011
depresson,onye na -akụda mmụọ,onye na -akụda mmụọ,fear,0.422
award,onyinye,onyinye,surprise,0.352
torment,mmekpa ahụ,mmekpa ahụ,sadness,0.828
mother,nne,nne,sadness,0.016
scholarship,agụmakwụkwọ,agụmakwụkwọ,joy,0.455
brigade,brigade,brigeedi,fear,0.547
guarantee,nkwa,nkwa,trust,0.711
agitation,mgbakasị ahụ,ọgba aghara,anger,0.68
negro,negro,onye oji,sadness,0.281
austere,dị ọkụ,dị ọkụ,fear,0.47
crowning,okpueze,okpueze,joy,0.485
barbaric,arụrụala,arụrụala,disgust,0.719
schizophrenia,isi mgbaka,isi mgbaka,anger,0.369
unprecedented,a na -enwetụbeghị ụdị ya,a na -enwetụbeghị ụdị ya,surprise,0.695
insult,mkparị,mkparị,disgust,0.393
alcoholism,aismụrụma,inwụ mmanya,disgust,0.562
gift,onyinye,onyinye,surprise,0.43
relative,onye ikwu,onye ikwu,trust,0.57
moat,akwa,olulu,trust,0.203
abscess,etuto,etuto,sadness,0.438
psychosis,psychosis,ara,sadness,0.638
dearest,ịhụnanya,ịhụnanya,joy,0.672
falsification,ghagha ụgha,ghagha ụgha,anger,0.379
obliteration,mkpochapu,mkpochapu,fear,0.75
curse,ọbụbụ ọnụ,ọbụbụ ọnụ,fear,0.578
evident,putara ihe,putara ihe,trust,0.625
fully,n'ụzọ zuru ezu,n'ụzọ zuru ezu,trust,0.516
insulation,mkpuchi ihe,mkpuchi ihe,trust,0.453
dissection,mgbasa ozi,mgbasa ozi,disgust,0.759
contentious,na -ese okwu,na -ese okwu,disgust,0.422
sickness,ọrịa,ọrịa,sadness,0.828
nappy,nappy,uwe,disgust,0.484
destitute,ogbenye,ogbenye,fear,0.455
damnation,ọmụma ikpe,ọmụma ikpe,fear,0.812
prevail,merie,merie,joy,0.562
jolt,jọrọ njọ,jọrọ njọ,surprise,0.844
theft,izu ohi,izu ohi,disgust,0.5
grim,ihe ojoo,ihe ọjọọ,anger,0.413
shame,ihere,ihere,disgust,0.539
infanticide,igbu nwa,igbu nwa,fear,0.609
caution,ịkpachara anya,ịkpachara anya,anticipation,0.516
clashing,na -atụkọta ọnụ,na -atụkọta ọnụ,anger,0.652
darling,enyi m,enyi m,trust,0.5
progression,aga n'ihu,aga n'ihu,anticipation,0.586
foodie,nri nri,nri nri,joy,0.331
parliament,nzuko omeiwu,nzuko omeiwu,trust,0.477
marry,lụọ di,lụọ di,trust,0.594
rollicking,na -atụgharị,na -atụgharị,joy,0.588
aggressor,onye mwakpo,onye mwakpo,fear,0.812
chandler,chandler,onye n'ere ihe,trust,0.391
perpetrator,onye na -eme ihe,onye na -eme ihe,disgust,0.633
intense,siri ike,siri ike,fear,0.279
ferocious,dị egwu,dị egwu,anger,0.894
chow,iri,iri,joy,0.135
christ,Kraịst,Kraịst,joy,0.5
gory,gory,ihe adịghị mma,sadness,0.672
gent,ndị ọma,ibe,anger,0.076
readiness,njikere,njikere,trust,0.547
incursion,mwakpo,mwakpo,fear,0.531
geriatric,geriatric,keokenye,sadness,0.379
disgust,na -asọ oyi,na -asọ oyi,disgust,0.719
playground,ama egwuregwu,ama egwuregwu,surprise,0.133
strange,iju,iju,surprise,0.477
cursed,bụrụ ọnụ,bụrụ ọnụ,sadness,0.625
goodmorning,ụtụtụ ọma,ụtụtụ ọma,joy,0.547
cocoa,koko,koko,joy,0.353
broke,mebiri,gbajiri,fear,0.438
firefly,firefly,ebe,joy,0.227
soiled,ruru unyi,ruru unyi,disgust,0.742
yayyy,eei,eei,joy,0.803
indecisive,obi abụọ,obi abụọ,fear,0.25
ridicule,ịkwa emo,ịkwa emo,anger,0.534
deprived,anapụ,anapụ,sadness,0.594
screaming,iti mkpu,iti mkpu,anger,0.742
foreigner,onye mba ọzọ,onye mba ọzọ,fear,0.312
demonic,ndị mmụọ ọjọọ,ndị mmụọ ọjọọ,anger,0.828
zest,zest,zesti,joy,0.516
endorse,kwadoro,kwadoro,trust,0.633
emphasize,mesie ike,mesie ike,trust,0.438
confession,nkwupụta,nkwupụta,sadness,0.281
cement,ciment,ciment,trust,0.336
crunch,crunch,anwụrụ,anger,0.318
dire,dire,ihe ọjọọ,sadness,0.609
truck,gwongworo,gwongworo,trust,0.266
warn,dọọ aka na ntị,dọọ aka na ntị,anticipation,0.547
excite,kpalie,kpalie,fear,0.132
outcast,onye ajuru aju,onye ajụrụ ajụ,sadness,0.672
wilderness,ọzara,ọzara,anticipation,0.508
contagious,na efe efe,na efe efe,disgust,0.695
discord,esemokwu,esemokwu,anger,0.576
terrorist,onye na -eyi ọha egwu,onye na -eyi ọha egwu,anger,0.818
scapegoat,ewu ewu,ịtahụhụ,anger,0.328
horror,egwu,egwu,surprise,0.742
punished,tara ahụhụ,tara ahụhụ,disgust,0.391
debacle,debacle,igbummadụ,fear,0.438
affliction,nsogbu,nsogbu,sadness,0.645
elimination,mkpochapu,mkpochapu,sadness,0.516
loyal,na -eguzosi ike n'ihe,na -eguzosi ike n'ihe,trust,0.75
intimacy,mmekọrịta chiri anya,mmekọrịta chiri anya,fear,0.203
continuation,n'ihu,n'ihu,anticipation,0.406
sordid,siri ike,siri ike,disgust,0.562
grandchildren,ụmụ ụmụ,ụmụ ụmụ,joy,0.54
grounded,tọrọ ntọala,tọrọ ntọala,sadness,0.13
holiday,ezumike,ezumike,joy,0.712
tree,osisi,osisi,anticipation,0.227
burglar,onye ohi,onye ohi,fear,0.594
jail,nga,nga,sadness,0.656
carnage,ogbugbu,ogbugbu,surprise,0.688
revulsion,ntughari,ntụgharị,disgust,0.766
help,Enyemaka,Enyemaka,fear,0.203
magnificent,dị ebube,dị ebube,joy,0.859
hypocrite,onye ihu abụọ,onye ihu abụọ,disgust,0.578
anarchist,onye anarchist,anakisti,fear,0.75
contributor,onye nkwado,onye nkwado,trust,0.492
roar,mbigbọ,mbigbọ,anger,0.515
archaeology,nkà mmụta ihe ochie,nkà mmụta ihe ochie,anticipation,0.344
devil,ekwensu,ekwensu,anger,0.719
remiss,gbaghara,gbaghara,disgust,0.281
dissolution,mgbasa,mgbasa,surprise,0.336
thrilling,na -akpali akpali,na -akpali akpali,anticipation,0.781
jubilee,jubilii,ọnụ,joy,0.742
cyst,ahu otutu,cist,sadness,0.422
conspire,na -akpa nkata,na -akpa nkata,fear,0.312
wretched,jọrọ njọ,jọrọ njọ,disgust,0.711
dandy,dandy,emegbu,disgust,0.203
doubt,obi abụọ,obi abụọ,trust,0.203
shack,shack,ibi ndu,disgust,0.305
sundial,sundial,ịdobe oge,trust,0.305
obi,obi,uwe,disgust,0.352
antisocial,onye na -emegide mmadụ,onye na -emegide mmadụ,disgust,0.391
demise,onwu,ọnwụ,fear,0.641
angling,ịkụ azụ,ịkụ azụ,anticipation,0.578
envy,anyaụfụ,anyaụfụ,trust,0.219
greedy,onye anyaukwu,onye anyaukwu,disgust,0.539
disapprove,ajụghị,ajụghị,disgust,0.344
painfully,na -egbu mgbu,na -egbu mgbu,sadness,0.758
cur,cur,na-aso oyi,anger,0.422
unfriendly,enyi na enyi,adịghị na mma,disgust,0.305
deformed,nkwarụ,nkwarụ,sadness,0.703
repay,kwụghachi,kwụghachi,joy,0.212
psychiatrist,dibia mgbaka,dibia mgbaka,fear,0.234
unfollow,soro,ịkwụsị,anger,0.25
practiced,eme,eme,trust,0.633
exalted,ebuli elu,ebuli elu,joy,0.591
tomorrow,echi,echi,anticipation,0.648
credence,nkwenye,nkwenye,trust,0.641
incrimination,mkpasu iwe,mkpasu iwe,sadness,0.545
insulting,mkparị,mkparị,sadness,0.391
radiance,nchapụta,nchapụta,joy,0.725
fortress,ebe ewusiri ike,ebe ewusiri ike,fear,0.281
convict,ikpe,ikpe,disgust,0.516
raccoon,raccoon,racuun,fear,0.127
traumatic,traumatic,ụjọ,sadness,0.859
doomsday,ụbọchị mbibi,ụbọchị mbibi,anticipation,0.5
magnify,bulie ya elu,bulie ya elu,trust,0.445
berminat,osisi berminat,osisi berminat,trust,0.375
occult,anwansi,anwansi,disgust,0.484
injured,merụrụ ahụ,merụrụ ahụ,sadness,0.609
happiness,obi uto,obi ụtọ,anticipation,0.641
angry,were iwe,were iwe,disgust,0.469
attorney,onye ọka iwu,onye ọka iwu,fear,0.188
poisoned,nsi,nsi,sadness,0.667
incase,adịghị ama ama,adịghị ama ama,anger,0.188
prisoner,onye nga,onye nga,fear,0.562
squirm,ịma jijiji,ịma jijiji,disgust,0.492
ultimatum,njedebe,njedebe,fear,0.422
hurrah,mee ọsọ ọsọ,mee ọsọ ọsọ,joy,0.727
horrific,egwu,egwu,disgust,0.789
phony,egwu,egwu,disgust,0.406
disgruntled,ewe iwe,ewe iwe,disgust,0.406
cancel,kagbuo,kagbuo,sadness,0.234
bleak,enweghị ntụpọ,enweghị ntụpọ,sadness,0.656
fierce,dị egwu,dị egwu,disgust,0.352
robber,onye ohi,onye ohi,disgust,0.492
elusive,na -esighi ike,na -esighi ike,surprise,0.414
rob,izu ohi,izu ohi,sadness,0.491
verge,verge,osisi,fear,0.234
vendetta,vendetta,ọgbaghara,anger,0.812
wimp,wimp,onye enweghị okwukwe,fear,0.328
luckiest,kachachioma,kachachioma,joy,0.712
mislead,duhie,duhie,trust,0.18
tribulation,mkpagbu,mkpagbu,sadness,0.453
soaked,mikpuru,mikpuru,anger,0.226
insignificant,ihe efu,ihe efu,sadness,0.438
uprising,ọgba aghara,ọgba aghara,anger,0.531
cultivate,ịzụlite,ịzụlite,trust,0.555
eulogy,eulogy,otito,trust,0.398
tolerance,ndidi,ndidi,trust,0.508
depraved,rụrụ arụ,rụrụ arụ,disgust,0.703
unsurpassed,enweghị atụ,enweghị atụ,joy,0.424
unknown,amaghi,amaghi,fear,0.369
worthless,abaghị uru,abaghị uru,sadness,0.609
bacterium,nje,nje,disgust,0.727
horoscope,horoscope,horoskopu,anticipation,0.5
annoy,iwe iwe,iwe iwe,anger,0.52
sty,ụdị,ụdị,disgust,0.547
cove,anyaukwu,anyaukwu,disgust,0.117
fabulous,ọmarịcha,ọmarịcha,joy,0.922
cheerfulness,obi ụtọ,obi ụtọ,joy,0.758
optimism,nchekwube,nchekwube,trust,0.617
intelligence,ọgụgụ isi,ọgụgụ isi,trust,0.719
playful,igwuri egwu,igwuri egwu,joy,0.609
stillbirth,ịmụ nwa nwụrụ anwụ,ịmụ nwa nwụrụ anwụ,sadness,0.891
abandonment,nhapụ,nhapụ,surprise,0.523
doll,nwa bebi,nwa bebi,joy,0.234
demon,mmụọ ọjọọ,mmụọ ọjọọ,sadness,0.594
relaxed,nọrọ jụụ,nọrọ jụụ,joy,0.442
aghast,tụrụ m n'anya,tụrụ m n'anya,disgust,0.625
honest,eziokwu,eziokwu,disgust,0.055
cream,ude,ude,anticipation,0.273
compensate,kwụọ ụgwọ,kwụọ ụgwọ,joy,0.273
abundant,nke ukwuu,nke ukwuu,joy,0.516
incredulous,ekweghị ekwe,ekweghị ekwe,disgust,0.43
alreadyyyyy,ugbua,ugbua,fear,0.14
inspire,kpalie,kpalie,trust,0.68
providing,inye,inye,joy,0.3
consecration,nraranye,nraranye,joy,0.235
resign,gbara arụkwaghịm,gbara arụkwaghịm,anger,0.227
scenery,ihe nkiri,ihe nkiri,joy,0.453
fiend,fiend,ekwensu,fear,0.484
errand,ozi,ozi,trust,0.43
obliging,na -akwụ ụgwọ,na -akwụ ụgwọ,disgust,0.156
deleterious,na -emebi emebi,na -emebi emebi,fear,0.422
barb,ogbi,ọgbụgba,anger,0.422
fugitive,onye gbara oso,onye gbara ọsọ,disgust,0.383
diatribe,diatribe,ịjụ,disgust,0.391
fact,eziokwu,eziokwu,trust,0.727
assassinate,gbuo,gbuo,anger,0.912
attorney,onye ọka iwu,onye ọka iwu,anger,0.152
evil,ihe ọjọọ,ihe ọjọọ,sadness,0.672
payday,ụbọchị ịkwụ ụgwọ,ụbọchị ịkwụ ụgwọ,joy,0.515
whip,ụtarị,ụtarị,anger,0.531
mutilation,ibi ugwu,imebi,sadness,0.828
provide,nye,nye,trust,0.547
worse,nke ka njọ,nke ka njọ,fear,0.484
deprivation,mwepu,mwepu,fear,0.578
forecast,amụma,amụma,trust,0.484
popular,ewu ewu,ewu ewu,trust,0.398
vindication,ikpughe,ikpughe,anticipation,0.539
coalesce,njikọ,njikọ,trust,0.555
retain,ijigide,ijigide,trust,0.5
jealous,ekworo,ekworo,disgust,0.539
salvation,nzọpụta,nzọpụta,joy,0.412
atrocity,arụrụala,arụrụala,sadness,0.859
degeneracy,mbelata,mbelata,disgust,0.734
rejection,ojuju,ọjụjụ,fear,0.533
jeopardize,tinye ihe egwu,tinye ihe egwu,fear,0.547
unprepared,adịghị njikere,adịghị njikere,fear,0.438
predicament,nsogbu,nsogbu,fear,0.438
stalk,stalk,inye nsogbu,fear,0.531
remorse,nwute,nwute,sadness,0.594
sib,nwanne,nwanne,trust,0.32
warmth,ima,okpomọkụ,joy,0.53
brotherly,nwanne nwoke,nwanne nwoke,trust,0.633
child,nwa,nwa,anticipation,0.523
collusion,nchịkọta,nchịkọta,anger,0.432
accident,ihe mberede,ihe mberede,sadness,0.516
relationships,mmekọrịta,mmekọrịta,trust,0.641
obstacle,ihe mgbochi,ihe mgbochi,trust,0.242
outcry,mkpu ákwá,mkpu ákwá,anger,0.544
denunciation,nkatọ,amamikpe,fear,0.456
flood,idei mmiri,idei mmiri,fear,0.547
namaste,nke ukwu,nke ukwu,joy,0.453
morbidity,ọrịa,ọrịa,sadness,0.864
kiss,susuo ọnụ,susuo ọnụ,anticipation,0.711
usurped,weghaara,weghaara,fear,0.422
stfu,stfu,stifu,anger,0.75
nefarious,adịghị mma,adịghị mma,fear,0.656
hankering,na -achọ,na -achọ,anticipation,0.539
adore,na -asọpụrụ,na -asọpụrụ,anticipation,0.477
striking,pụtara ìhè,pụtara ìhè,surprise,0.672
futile,ihe efu,ihe efu,sadness,0.438
practiced,eme,eme,surprise,0.156
loom,ekwe,ekwe,anticipation,0.516
holiness,ịdị nsọ,ịdị nsọ,fear,0.109
illegal,iwu akwadoghị,iwu akwadoghị,anger,0.394
touchy,na -emetụ n'ahụ,na -emetụ n'ahụ,anger,0.379
slaughterhouse,ụlọ ogbugbu,ụlọ ogbugbu,anger,0.788
quash,kwụọ ụgwọ,ibelata,fear,0.328
dentists,ndị dọkịta ezé,ndị dọkịta ezé,fear,0.438
despotism,despotism,ọchịchị otu onye,fear,0.609
clap,ịkụ aka,ịkụ aka,trust,0.344
muff,muf,muf,anger,0.318
scarce,ụkọ,ụkọ,fear,0.327
pissedoff,were ya iwe,were ya iwe,anger,0.812
humanitarian,ndi mmadu,ndi mmadu,surprise,0.195
vetted,nyochaa,nyochaa,trust,0.609
lace,lace,leeci,fear,0.111
possess,nwere,nwere,trust,0.383
misunderstanding,nghọtahie,nghọtahie,anger,0.195
soangry,soangry,nnukwu iwe,anger,0.758
contains,nwere,nwere,trust,0.461
trusting,ịtụkwasị obi,ịtụkwasị obi,trust,0.836
ensemble,mkpokọta,mkpokọta,trust,0.539
tragedy,ọdachi,ọdachi,fear,0.859
dashed,kụwara,kụwara,sadness,0.469
inflict,imerụ,imerụ,sadness,0.531
bridegroom,onye na -alụ nwunye,onye na -alụ nwunye,joy,0.469
malign,okwu ojoo,ihe ọjọọ,anger,0.562
accountable,aza ajụjụ,aza ajụjụ,trust,0.695
immorality,omume rụrụ arụ,omume rụrụ arụ,disgust,0.477
