word,machine,human,label,emotion_intensity_score
calls,kira,kira,trust,0.359
intend,nufin,nufi,trust,0.422
punitive,azaba,azaba,sadness,0.562
incestuous,rashin aure,rashin aure,disgust,0.859
praiseworthy,abin yabo,abin yabo,anticipation,0.473
monstrosity,girman kai,girman kai,surprise,0.594
orchestra,makada,makaɗa,trust,0.445
party,jam'iyyar,jam'iyya,joy,0.765
grow,girma,girma,joy,0.242
rota,rota,jadawalin aiki,trust,0.25
guess,tsammani,tsammani,surprise,0.398
seclusion,warewa,warewa,fear,0.312
celebrating,bikin,biki,joy,0.97
nerves,jijiyoyi,jijiyoyi,fear,0.6
heartless,marasa zuciya,marasa zuciya,sadness,0.719
orphan,maraya,maraya,fear,0.453
friendly,sada zumunci,mai sauƙin fahimta,anticipation,0.461
wary,yi fargaba,yi fargaba,fear,0.406
hatred,ƙiyayya,ƙiyayya,sadness,0.641
glad,murna,murna,anticipation,0.536
untitled,ba a sa masa suna,ba a sa masa suna,sadness,0.157
validity,inganci,inganci,fear,0.141
duress,tilastawa,tilastawa,anger,0.516
sonnet,sonnet,waƙa,sadness,0.094
musical,m,na kiɗa,surprise,0.219
candid,m,gaskiya,anticipation,0.422
mausoleum,kabari,kabari,sadness,0.63
pissesmeoff,pissesmeoff,ya ɓata min rai,anger,0.812
kudos,godiya,godiya,joy,0.515
intact,m,cif-cif,trust,0.508
bait,koto,ƙoto,fear,0.219
duress,tilastawa,tilastawa,sadness,0.625
tickle,tsutsa,tsutsa,surprise,0.516
goals,burin,bururruka,joy,0.469
lost,rasa,rasa,sadness,0.625
glorify,ɗaukaka,ɗaukaka,anticipation,0.477
mortgagee,jinginar gida,jinginar gida,trust,0.359
foresee,hango,hango,trust,0.453
feudalism,feudalism,tsarin feudalism,anger,0.47
blast,fashewa,fashewa,surprise,0.852
untuk,tuk,untuk,trust,0.203
supporting,goyon baya,goyon baya,trust,0.664
noob,nufo,nufo,anger,0.133
treat,bi da,bi da,trust,0.422
incase,incase,idan,disgust,0.258
moorings,moorings,turken kwalekwale,trust,0.461
enjoying,jin dadi,jin daɗi,anticipation,0.586
repellent,m,mai korewa,fear,0.391
leisure,dama,dama,surprise,0.086
adventures,kasada,kasada,joy,0.391
advent,zuwan,zuwan,anticipation,0.594
poisoning,guba,guba,disgust,0.703
enjoy,ji daɗi,ji daɗi,trust,0.484
infinity,rashin iyaka,rashin iyaka,trust,0.5
criminal,mai laifi,mai laifi,anger,0.714
barb,barb,tsini,anger,0.422
perfect,cikakke,cikakke,anticipation,0.445
soothing,kwantar da hankali,kwantar da hankali,trust,0.562
scientist,masanin kimiyya,masanin kimiyya,anticipation,0.383
beggar,maroki,maroki,sadness,0.422
supremacy,fifiko,fifiko,anticipation,0.453
strength,ƙarfi,ƙarfi,joy,0.438
shot,harbi,harbi,fear,0.734
bewildered,rudani,ruɗani,fear,0.438
campaigning,kamfen,kamfen,anger,0.151
punched,naushi,naushi,anger,0.803
vigilant,m,kulawa,fear,0.319
veracity,gaskiya,gaskiya,joy,0.5
evergreen,har abada,har abada,joy,0.281
overpowering,rinjaye,rinjaye,fear,0.562
sorrow,baƙin ciki,baƙin ciki,fear,0.344
trophy,ganima,ganima,trust,0.406
instability,rashin zaman lafiya,rashin zaman lafiya,disgust,0.328
ashes,toka,toka,sadness,0.377
heavenly,na sama,na sama,joy,0.853
miracle,mu'ujiza,mu'ujiza,surprise,0.859
living,rayuwa,rayuwa,joy,0.312
react,amsa,amsa,anger,0.288
intrusive,mai kutsawa,mai kutsawa,fear,0.469
savagery,dabbanci,dabbanci,anger,0.915
oddity,ban mamaki,ban mamaki,surprise,0.578
glow,haske,haske,anticipation,0.477
sickly,rashin lafiya,rashin lafiya,sadness,0.712
ella,ella,ita,trust,0.25
hurrah,yi sauri,yi sauri,joy,0.727
criticize,zargi,zargi,sadness,0.469
averseness,ƙiyayya,ƙiyayya,disgust,0.391
shopping,cin kasuwa,cin kasuwa,surprise,0.219
aggravating,m,yin muni,anger,0.75
satisfaction,gamsuwa,gamsuwa,joy,0.652
atrocious,m,mamugunci,anger,0.706
blackness,baki,baƙi,sadness,0.375
merci,merci,godiya sosai,trust,0.438
localize,fassara,fassara,anticipation,0.352
repudiation,kin amincewa,ƙin amincewa,disgust,0.539
holiday,biki,biki,anticipation,0.672
choir,mawaƙa,mawaƙa,trust,0.414
devout,mai ibada,mai ibada,trust,0.562
opium,opium,hodar iblis,disgust,0.445
intruder,mai kutsawa,mai kutsawa,anger,0.531
minat,minat,minat,trust,0.258
bloom,fure,fure,anticipation,0.617
lifeless,marasa rai,marasa rai,fear,0.781
vertigo,vertigo,motsi,fear,0.5
tramp,tarko,tarko,sadness,0.288
sinful,mai zunubi,mai zunubi,anger,0.491
oppressor,azzalumi,azzalumi,fear,0.609
cuckold,cuckold,karija,disgust,0.625
praiseworthy,abin yabo,abin yabo,surprise,0.383
lifeless,marasa rai,marasa rai,sadness,0.797
delusional,rudu,ruɗu,anger,0.5
swampy,fadama,fadama,fear,0.25
countryman,dan kasa,ɗan ƙasa,trust,0.484
thunderstruck,tsawa,tsawa,surprise,0.844
humility,tawali'u,tawali'u,trust,0.602
submit,sallama,sallama,anticipation,0.477
disconnects,katsewa,katsewa,anger,0.281
diminish,ragewa,ragewa,sadness,0.438
thoughtless,m,rashin tunani,disgust,0.336
doomed,halaka,halaka,fear,0.888
jihad,jihadi,jihadi,fear,0.766
veracity,gaskiya,gaskiya,surprise,0.414
homesick,kewar gida,kewar gida,sadness,0.531
mortality,mace -mace,mace -mace,fear,0.797
stupefaction,gamsuwa,gamsuwa,surprise,0.734
robber,ɗan fashi,ɗan fashi,fear,0.516
schizophrenia,schizophrenia,matsalar ƙwaƙwalwa,sadness,0.625
conquest,cin nasara,cin nasara,fear,0.359
peaceful,zaman lafiya,zaman lafiya,trust,0.648
burdensome,nauyi,nauyi,fear,0.422
prisoner,fursuna,fursuna,disgust,0.508
captor,mai kamawa,mai kamawa,fear,0.531
birth,haihuwa,haihuwa,trust,0.5
entertained,nishaɗi,nishaɗi,joy,0.7
faithful,m,amintacce,trust,0.797
hood,kaho,ƙaho,fear,0.266
tease,tsokana,tsokana,anger,0.258
venting,iska,iska,anger,0.516
honored,girmama,girmama,trust,0.719
serenity,kwanciyar hankali,kwanciyar hankali,anticipation,0.43
dismissal,sallama,sallama,fear,0.406
rely,dogara,dogara,trust,0.648
fatality,kisa,kisa,fear,0.906
confessional,mai ikirari,mai iƙirari,fear,0.225
mad,mahaukaci,mahaukaci,disgust,0.484
recession,koma bayan tattalin arziki,koma bayan tattalin arziki,fear,0.344
impenetrable,wanda ba zai iya jurewa ba,wanda ba zai iya jurewa ba,trust,0.547
quiver,kwari,kwari,fear,0.469
unholy,marasa tsarki,maras tsarki,fear,0.575
scarcity,karanci,ƙaranci,sadness,0.453
bouquet,bouquet,fure,trust,0.375
crushing,murkushewa,murƙushewa,sadness,0.609
unthinkable,ba zato ba tsammani,ba zato ba tsammani,fear,0.516
violently,da karfi,da ƙarfi,anger,0.938
tempest,guguwa,guguwa,sadness,0.25
neuralgia,neuralgia,lalacewar jijiyoyi,sadness,0.422
lax,lax,sako-sako,sadness,0.266
implicate,aibu,aibu,anger,0.409
cash,tsabar kudi,tsabar kuɗi,fear,0.062
loom,loom,barazana,fear,0.328
purgatory,purgatory,azabtarwa,fear,0.656
accountable,da lissafi,da lissafi,trust,0.695
continue,ci gaba,ci gaba,trust,0.422
captivate,kama,kama,joy,0.656
obscenity,batsa,batsa,anger,0.641
whatsthepoint,mene ne ra'ayi,mene ne ra'ayi,anger,0.394
furnace,makera,maƙera,anger,0.258
rook,roko,baƙin tsuntsu,disgust,0.242
congregation,ikilisiya,ikilisiya,trust,0.562
taunt,zagi,zagi,anger,0.562
waver,girgiza,girgiza,fear,0.219
yaay,yayi,nuna ƙarfafawa,joy,0.7
conciliation,sulhu,sulhu,joy,0.364
competition,gasa,gasa,fear,0.172
chronic,na kullum,na kullum,sadness,0.5
cacophony,cacophony,sauti mai kaushi,anger,0.406
accolade,yabo,yabo,surprise,0.281
disease,cuta,cuta,fear,0.688
spiteful,m,sharri,anger,0.719
damnation,la'ana,la'ana,sadness,0.75
tumult,tashin hankali,tashin hankali,anger,0.719
electric,lantarki,lantarki,joy,0.344
bacteria,kwayoyin cuta,ƙwayoyin cuta,disgust,0.656
assist,taimaka,taimaka,trust,0.648
rejects,ya ƙaryata,ya ƙaryata,fear,0.359
dislocated,kauracewa,ƙauracewa,disgust,0.375
emancipation,'yanci,'yanci,anticipation,0.57
kindred,dangi,dangi,joy,0.455
upheaval,tashin hankali,tashin hankali,sadness,0.453
reseller,mai sake siyarwa,mai sake siyarwa,trust,0.312
melee,melee,rikitaccen taron mutane,fear,0.734
virginity,budurci,budurci,anticipation,0.531
outdo,outdo,jagaban aiki,anticipation,0.406
important,mai mahimmanci,mai mahimmanci,trust,0.633
scrimmage,scrimmage,ƙwallon Amurka,surprise,0.312
association,ƙungiya,ƙungiya,trust,0.516
track,waƙa,waƙa,anticipation,0.375
felon,babban laifi,babban laifi,fear,0.672
philanthropic,mai taimako,mai taimako,trust,0.594
harmful,mai cutarwa,mai cutarwa,fear,0.797
exacerbation,tsanantawa,tsanantawa,fear,0.516
subordinate,na kasa,na ƙasa,fear,0.328
signature,sa hannu,sa hannu,trust,0.477
patter,patter,sauti,anger,0.258
selfish,son kai,son kai,disgust,0.453
dawned,gari ya waye,gari ya waye,fear,0.15
notable,sananne,sananne,joy,0.297
sterling,Sterling,mai daraja,anticipation,0.375
slaughter,yanka,yanka,sadness,0.734
overdrive,overdrive,tsananin aiki,fear,0.234
rejected,ƙi,ƙi,sadness,0.712
coercion,tilastawa,tilastawa,disgust,0.547
insolvent,rashin cin nasara,rashin cin nasara,fear,0.406
memorials,abubuwan tunawa,abubuwan tunawa,sadness,0.453
discord,rashin jituwa,rashin jituwa,disgust,0.383
communism,kwaminisanci,kwaminisanci,fear,0.547
lightning,walƙiya,walƙiya,anger,0.189
responsive,m,mai lallasuwa,trust,0.539
tomorrow,gobe,gobe,anticipation,0.648
asteroid,asteroid,kamar tauraro,fear,0.469
transcendence,wuce gona da iri,wuce gona da iri,anticipation,0.578
despair,yanke kauna,yanke ƙauna,fear,0.641
marvellous,m,mai ban mamaki,joy,0.833
shoddy,m,mummunan aiki,anger,0.344
unimportant,maras muhimmanci,maras muhimmanci,sadness,0.288
volcano,aman wuta,dutse mai aman wuta,fear,0.663
heyday,rana,rana,joy,0.484
ridiculous,m,na ba'a,disgust,0.352
thrift,yan kasuwa,yan kasuwa,trust,0.227
cop,dan sanda,ɗan sanda,fear,0.273
advance,ci gaba,ci gaba,surprise,0.375
loving,mai ƙauna,mai ƙauna,trust,0.641
faultless,marasa laifi,marasa laifi,trust,0.672
goodnews,albishir,albishir,joy,0.703
shelters,mafaka,mafaka,fear,0.234
fever,zazzaɓi,zazzaɓi,fear,0.469
unhealthy,marasa lafiya,marasa lafiya,sadness,0.474
fuse,fis,fis,trust,0.352
count,ƙidaya,ƙidaya,trust,0.43
hopelessness,rashin bege,rashin bege,anger,0.149
possess,mallaka,mallaka,anticipation,0.328
bondage,bauta,bauta,fear,0.547
ecstasy,farin ciki,farin ciki,anticipation,0.711
bittersweet,mai daci,mai ɗaci,sadness,0.453
wimp,wimp,rago,fear,0.328
arbiter,mai sasantawa,mai sasantawa,trust,0.484
capslock,makulli,makulli,anger,0.242
defiance,bijirewa,bijirewa,disgust,0.43
villain,mugu,mugu,fear,0.595
skewed,karkata,karkata,anger,0.368
enthusiastic,m,mai ɗoki,joy,0.875
jackpot,jackpot,ci zungure,anticipation,0.656
loathsome,abin ƙyama,abin ƙyama,anger,0.857
tea,shayi,shayi,joy,0.188
disfigured,nakasasshe,nakasasshe,anger,0.508
forfeit,yi hasara,yi hasara,sadness,0.344
malevolent,mugu,mugu,anger,0.721
laughter,dariya,dariya,surprise,0.445
blast,fashewa,fashewa,anger,0.606
unpublished,ba a buga ba,ba a buga ba,sadness,0.116
disapprove,rashin yarda,rashin yarda,disgust,0.344
clamor,kururuwa,kururuwa,anticipation,0.578
stormy,hadari,hadari,fear,0.531
ailing,rashin lafiya,rashin lafiya,fear,0.547
disgrace,wulakanci,wulaƙanci,disgust,0.539
shaky,girgiza,girgiza,fear,0.344
badly,mugun,mugun,sadness,0.455
possessed,mallaki,mallaki,anger,0.5
excellence,kyau,kyau,joy,0.818
grave,kabari,kabari,sadness,0.727
lying,ƙarya,ƙarya,disgust,0.531
risk,hadarin,hadarin,anticipation,0.578
dishonesty,rashin gaskiya,rashin gaskiya,disgust,0.414
charitable,sadaka,sadaka,anticipation,0.43
graduation,kammala karatu,kammala karatu,anticipation,0.633
frowning,yamutse fuska,yamutse fuska,disgust,0.219
journalism,aikin jarida,aikin jarida,trust,0.398
perpetrator,mai aikatawa,mai aikatawa,sadness,0.359
disclosed,bayyana,bayyana,trust,0.43
congrats,taya murna,taya murna,joy,0.773
reprisal,ramuwar gayya,ramuwar gayya,anger,0.652
deterioration,tabarbarewa,taɓarɓarewa,disgust,0.719
greed,kwadayi,kwaɗayi,disgust,0.5
leading,manyan,manyan,trust,0.641
relax,Huta,huta,joy,0.562
pontiff,pontiff,fafaroma,trust,0.5
despotic,despotic,na zalunci,fear,0.656
periodicity,lokaci -lokaci,lokaci -lokaci,trust,0.367
belittle,ƙasƙanci,ƙasƙanci,sadness,0.672
clumsy,m,maras kintsi,disgust,0.133
woe,kaito,kaito,disgust,0.398
victim,wanda aka azabtar,wanda aka azabtar,sadness,0.703
jail,kurkuku,kurkuku,fear,0.578
cultivate,noma,noma,trust,0.555
evacuate,kwashe,kwashe,fear,0.578
vomit,amai,amai,disgust,0.812
immature,m,rashin balaga,anticipation,0.32
discretion,hankali,hankali,trust,0.555
locust,fara,fara,fear,0.375
committal,alkawari,alƙawari,sadness,0.312
coping,jimrewa,jurewa,sadness,0.219
scream,ihu,ihu,disgust,0.438
gash,gashe,gashe,fear,0.703
oppressive,zalunci,zalunci,sadness,0.625
frowning,yamutse fuska,yamutse fuska,anger,0.239
welcomed,maraba,maraba,joy,0.53
goodfeeling,jin dadi,jin daɗi,joy,0.766
infamous,m,ƙaurin suna,anger,0.338
stifled,takura,takura,fear,0.391
irritating,m,mai ban haushi,anger,0.606
hydrocephalus,hydrocephalus,kumburin kai,disgust,0.531
bovine,bovine,dabba,disgust,0.422
disparage,rashin mutunci,rashin mutunci,anger,0.688
depreciated,rage daraja,rage daraja,anger,0.297
peaceful,zaman lafiya,zaman lafiya,joy,0.636
chimera,chimera,tunani,surprise,0.492
specialize,ƙware,ƙware,trust,0.414
wrangling,rigima,rigima,disgust,0.273
stealing,sata,sata,fear,0.578
misery,zullumi,zullumi,disgust,0.594
hymn,waƙar yabo,waƙar yabo,sadness,0.064
foodie,abinci,abinci,joy,0.331
spine,kashin baya,ƙashin baya,anger,0.288
degrade,kaskantar da kai,ƙasƙantar da kai,disgust,0.516
communicate,sadarwa,sadarwa,trust,0.664
unaccountable,wanda ba a iya lissafi,wanda ba a iya lissafi,sadness,0.339
aga,aga,kwamanda,fear,0.219
dissident,rashin yarda,rashin yarda,fear,0.422
pathway,hanyar,hanya,joy,0.188
stupefy,malami,malami,surprise,0.758
burke,burki,burki,anger,0.364
buzz,buzz,yi ziza,fear,0.234
fascination,sha'awa,sha'awa,surprise,0.43
dolphin,dabbar dolphin,dabbar dolphin,joy,0.348
brawl,faɗa,faɗa,disgust,0.531
terrible,m,mummuna,disgust,0.562
prospect,mai yiwuwa,mai yiwuwa,anticipation,0.719
disparage,rashin mutunci,rashin mutunci,sadness,0.672
outcast,wanda aka kore,wanda aka kore,disgust,0.406
incase,incase,idan,fear,0.109
eviction,fitarwa,fitarwa,disgust,0.383
asshole,mahaukaci,mahaukaci,disgust,0.836
purpose,manufar,manufa,joy,0.348
missing,bace,ɓace,sadness,0.719
attorney,lauya,lauya,trust,0.352
horrifying,m,mai haifar da tsoro,fear,0.906
opponent,abokin gaba,abokin gaba,disgust,0.242
cheerfulness,fara'a,fara'a,anticipation,0.461
hardened,taurare,taurare,anger,0.348
unmanageable,wanda ba a iya sarrafawa,wanda ba a iya sarrafawa,disgust,0.328
shiver,rawar jiki,rawar jiki,anticipation,0.367
neurotic,neurotic,mai saurin damuwa,disgust,0.531
fright,tsorata,tsorata,fear,0.853
omen,zagi,zagi,anticipation,0.57
adversity,wahala,wahala,fear,0.418
strangle,makure,maƙure,disgust,0.617
swarm,taro,taro,disgust,0.422
diplomacy,diflomasiyya,diflomasiyya,trust,0.586
magnificence,girma,girma,anticipation,0.57
posthumous,bayan mutuwa,bayan mutuwa,sadness,0.625
severance,rabuwa,rabuwa,sadness,0.333
develop,ci gaba,ci gaba,anticipation,0.508
cheer,gaisuwa,gaisuwa,joy,0.897
trick,dabara,dabara,surprise,0.625
emergency,gaggawa,gaggawa,sadness,0.641
provoking,tsokana,tsokana,disgust,0.328
heyday,rana,rana,anticipation,0.492
tariff,jadawalin kuɗin fito,jadawalin kuɗin fito,anger,0.234
insufferable,rashin iyawa,rashin iyawa,disgust,0.555
dementia,tabin hankali,taɓin hankali,fear,0.641
vouch,ba da shaida,ba da shaida,trust,0.508
tropical,na wurare masu zafi,na wurare masu zafi,joy,0.455
fiesty,rashin kunya,rashin kunya,anger,0.53
shock,girgiza,girgiza,surprise,0.844
feeling,ji,ji,disgust,0.141
softly,a hankali,a hankali,joy,0.297
cove,rufewa,rufewa,disgust,0.117
cane,sanda,sanda,anger,0.25
lettered,wasika,wasiƙa,trust,0.359
production,samarwa,samarwa,anticipation,0.469
injured,ya ji rauni,ya ji rauni,sadness,0.609
impermeable,wanda ba zai iya jurewa ba,wanda ba zai iya jurewa ba,anger,0.455
diseased,mai ciwo,mai ciwo,disgust,0.797
vote,jefa ƙuri'a,jefa ƙuri'a,anger,0.045
resources,albarkatun,albarkatu,trust,0.43
stingy,mai rowa,mai rowa,sadness,0.319
suffering,wahala,wahala,fear,0.812
instability,rashin zaman lafiya,rashin zaman lafiya,fear,0.5
kiss,sumbata,sumbata,anticipation,0.711
sneaking,zamewa,zamewa,anticipation,0.5
bloodshed,zubar da jini,zubar da jini,fear,0.859
positively,tabbatacce,tabbatacce,joy,0.676
confront,yi karo,yi karo,anger,0.582
loathe,ƙiyayya,ƙiyayya,anger,0.909
bouquet,bouquet,fure,joy,0.484
heartbreaking,mai ratsa zuciya,mai ratsa zuciya,sadness,0.969
sun,rana,rana,surprise,0.172
independence,'yancin kai,'yancin kai,joy,0.607
fat,mai,mai,disgust,0.617
cataract,cataract,yanar ido,fear,0.25
uprising,tashin hankali,tashin hankali,anger,0.531
liberate,'yantarwa,'yantarwa,trust,0.523
needtorelax,bukata,buƙata,fear,0.125
sweetest,mafi dadi,mafi daɗi,joy,0.703
infinity,rashin iyaka,rashin iyaka,joy,0.281
dreadful,m,mai haddasa wahala,sadness,0.797
strongest,mafi ƙarfi,mai ƙarfi,trust,0.68
confidence,amincewa,amincewa,trust,0.641
scare,tsorata,tsorata,fear,0.844
aftermath,bayan,bayan,disgust,0.281
litigious,mai kara,mai kara,anger,0.484
lose,rasa,rasa,fear,0.391
greatday,babban rana,babbar rana,joy,0.812
worrying,damuwa,damuwa,anticipation,0.539
invoke,kira,kira,anticipation,0.469
gray,launin toka,launin toka,disgust,0.133
intrigue,makirci,makirci,surprise,0.43
humble,mai tawali'u,mai tawali'u,trust,0.68
ditty,ditty,gajerar waƙa,joy,0.141
shrill,rawar jiki,rawar jiki,fear,0.453
preparedness,shiri,shiri,anticipation,0.594
rags,tsummoki,tsummokara,disgust,0.32
morrow,gobe,gobe,anticipation,0.547
malevolent,mugu,mugu,disgust,0.547
sun,rana,rana,anticipation,0.445
irritated,haushi,haushi,anger,0.706
needalife,rayuwar bukata,rayuwar buƙata,sadness,0.398
sepatu,sepatu,sepatu,trust,0.266
deprivation,hanawa,hanawa,disgust,0.602
abhorrent,abin ƙyama,abin ƙyama,disgust,0.68
sigh,huci,huci,sadness,0.402
reappear,sake bayyana,sake bayyana,surprise,0.562
interrupting,katsewa,katsewa,anger,0.358
wholesome,lafiya,lafiya,trust,0.742
goodvibes,masu kyau,masu kyau,joy,0.742
cad,cad,kare,disgust,0.367
safe,lafiya,lafiya,trust,0.672
subversion,subversion,rushewa,anger,0.47
hunter,mafarauci,mafarauci,anticipation,0.523
luster,haske,haske,joy,0.469
napkin,adiko na goge baki,adiko na goge baki,sadness,0.031
whimsical,mai ban sha'awa,mai ban sha'awa,joy,0.603
asp,asp,kububuwa,fear,0.438
chaos,hargitsi,hargitsi,anger,0.515
derision,ba'a,ba'a,anger,0.5
sorrow,baƙin ciki,baƙin ciki,sadness,0.844
whip,bulala,bulala,anger,0.531
antichrist,maƙiyin Kristi,maƙiyin Kristi,disgust,0.68
offender,mai laifi,mai laifi,anger,0.53
pus,tura,tura,disgust,0.773
renovation,sabuntawa,sabuntawa,anticipation,0.516
libel,cin mutunci,cin mutunci,fear,0.348
phalanx,phalanx,ƙashin hannu ko ƙafa,trust,0.359
warfare,yaƙi,yaƙi,anger,0.734
dreams,mafarkai,mafarkai,joy,0.559
hatred,ƙiyayya,ƙiyayya,anger,0.953
tumour,ƙari,ƙari,sadness,0.781
commemorate,tunawa,tunawa,sadness,0.125
hurting,ciwo,ciwo,fear,0.672
inauguration,kaddamarwa,ƙaddamarwa,joy,0.409
accolade,yabo,yabo,anticipation,0.562
irrational,m,rashin hankali,fear,0.305
veal,naman maraƙi,naman maraƙi,sadness,0.188
bankruptcy,fatara,fatara,sadness,0.5
venomous,dafi,dafi,fear,0.781
bridegroom,ango,ango,trust,0.445
wont,saba,saba,anticipation,0.289
hurricane,guguwa,guguwa,fear,0.811
child,yaro,yaro,anticipation,0.523
sunrise,fitowar rana,fitowar rana,joy,0.6
iris,iris,cikin ido,fear,0.16
prisoner,fursuna,fursuna,sadness,0.531
recklessness,rashin kulawa,rashin kulawa,disgust,0.461
sickening,rashin lafiya,rashin lafiya,anger,0.606
summer,rani,rani,joy,0.591
moonstruck,bugun wata,bugun wata,surprise,0.727
oblivion,mantuwa,mantuwa,fear,0.609
serpent,maciji,maciji,disgust,0.57
lunatic,mahaukaci,mahaukaci,anger,0.688
meaningless,m,marar ma'ana,sadness,0.409
birthday,ranar haihuwa,ranar haihuwa,anticipation,0.633
simplicity,sauki,sauƙi,joy,0.375
frigate,jirgin ruwa,jirgin ruwa,fear,0.375
noble,mai daraja,mai daraja,trust,0.648
wince,giya,giya,fear,0.438
chicane,chicane,cuta,trust,0.289
harbor,tashar jiragen ruwa,tashar jiragen ruwa,trust,0.492
pleasure,jin dadi,jin daɗi,joy,0.803
affection,so,so,trust,0.484
discriminate,nuna bambanci,nuna bambanci,anger,0.576
accredited,yarda,yarda,trust,0.672
disruption,rushewa,rushewa,surprise,0.648
oppression,zalunci,zalunci,anger,0.603
clamor,kururuwa,kururuwa,anger,0.455
travesty,mugu,mugu,fear,0.562
desperation,fidda zuciya,fidda zuciya,fear,0.719
eager,m,alla-alla,surprise,0.406
voluptuous,son rai,son rai,joy,0.344
panic,tsoro,tsoro,fear,0.75
forfeit,yi hasara,yi hasara,anger,0.409
cyclone,guguwa,guguwa,surprise,0.648
sixty,sittin,sittin,joy,0.016
overpriced,tsada,tsada,anger,0.212
alcoholism,shaye -shaye,shaye -shaye,disgust,0.562
tgif,tgif,yau Juma'a,joy,0.734
immerse,nutse,nutse,anticipation,0.586
lunatic,mahaukaci,mahaukaci,disgust,0.594
hosannah,hosannah,kukan yabo,trust,0.492
strength,ƙarfi,ƙarfi,trust,0.656
assailant,maharin,maharin,sadness,0.536
bear,bear,ɗauka,anger,0.266
convince,shawo,shawo,trust,0.586
church,coci,coci,trust,0.492
disconnected,katsewa,katsewa,sadness,0.438
innocent,marar laifi,marar laifi,trust,0.703
stealthy,mai sata,mai sata,surprise,0.43
uncertain,rashin tabbas,rashin tabbas,fear,0.172
youth,matasa,matasa,surprise,0.172
advocacy,ba da shawara,ba da shawara,joy,0.25
cystic,cystic,ƙuraje,disgust,0.641
gentleman,mutum,mutum,trust,0.656
monsoon,damina,damina,sadness,0.391
gravitate,gravitate,yi nauyi,anticipation,0.477
